github_org,github_stars,github_link
sbt,19574,https://github.com/sbt
kubesphere,19573,https://github.com/kubesphere
jupyterhub,19571,https://github.com/jupyterhub
puppetlabs,19571,https://github.com/puppetlabs
vim-airline,19551,https://github.com/vim-airline
dianping,19543,https://github.com/dianping
FreeCAD,19489,https://github.com/FreeCAD
frida,19466,https://github.com/frida
googlefonts,19462,https://github.com/googlefonts
wulkano,19455,https://github.com/wulkano
Khan,19450,https://github.com/Khan
less,19449,https://github.com/less
videolan,19424,https://github.com/videolan
googlemaps,19408,https://github.com/googlemaps
toml-lang,19339,https://github.com/toml-lang
wekan,19327,https://github.com/wekan
ARM-software,19295,https://github.com/ARM-software
fmtlib,19266,https://github.com/fmtlib
cakephp,19252,https://github.com/cakephp
rime,19237,https://github.com/rime
neo4j,19215,https://github.com/neo4j
knex,19175,https://github.com/knex
wechat-miniprogram,19156,https://github.com/wechat-miniprogram
mkdocs,19152,https://github.com/mkdocs
lbryio,19122,https://github.com/lbryio
eBay,19092,https://github.com/eBay
avast,19082,https://github.com/avast
markdown-it,19077,https://github.com/markdown-it
mojs,19053,https://github.com/mojs
esp8266,19041,https://github.com/esp8266
phonegap,19023,https://github.com/phonegap
lyft,18931,https://github.com/lyft
bcit-ci,18916,https://github.com/bcit-ci
uikit,18885,https://github.com/uikit
appbaseio,18822,https://github.com/appbaseio
ppy,18812,https://github.com/ppy
huawei-noah,18779,https://github.com/huawei-noah
greensock,18771,https://github.com/greensock
nfl,18724,https://github.com/nfl
owncloud,18713,https://github.com/owncloud
cisco,18638,https://github.com/cisco
chef,18627,https://github.com/chef
testcontainers,18599,https://github.com/testcontainers
citusdata,18571,https://github.com/citusdata
pld-linux,18565,https://github.com/pld-linux
DevExpress,18559,https://github.com/DevExpress
mysqljs,18519,https://github.com/mysqljs
graphql-python,18491,https://github.com/graphql-python
wso2,18434,https://github.com/wso2
MarlinFirmware,18304,https://github.com/MarlinFirmware
yandexdataschool,18303,https://github.com/yandexdataschool
allegro,18263,https://github.com/allegro
interagent,18252,https://github.com/interagent
pre-commit,18206,https://github.com/pre-commit
slackapi,18144,https://github.com/slackapi
jasmine,18135,https://github.com/jasmine
pouchdb,18106,https://github.com/pouchdb
mockito,18096,https://github.com/mockito
travis-ci,18072,https://github.com/travis-ci
nodeca,18067,https://github.com/nodeca
OpenVPN,18065,https://github.com/OpenVPN
textmate,18046,https://github.com/textmate
MicrosoftLearning,18039,https://github.com/MicrosoftLearning
nette,18035,https://github.com/nette
sparkfun,17971,https://github.com/sparkfun
mjmlio,17942,https://github.com/mjmlio
tinymce,17931,https://github.com/tinymce
collectiveidea,17890,https://github.com/collectiveidea
guardian,17851,https://github.com/guardian
msgpack,17838,https://github.com/msgpack
stripe-archive,17824,https://github.com/stripe-archive
dropzone,17810,https://github.com/dropzone
opendilab,17802,https://github.com/opendilab
open-policy-agent,17742,https://github.com/open-policy-agent
ether,17680,https://github.com/ether
duckdb,17665,https://github.com/duckdb
openstf,17656,https://github.com/openstf
aurelia,17647,https://github.com/aurelia
FriendsOfPHP,17647,https://github.com/FriendsOfPHP
source-foundry,17642,https://github.com/source-foundry
LMAX-Exchange,17641,https://github.com/LMAX-Exchange
nginxinc,17577,https://github.com/nginxinc
statsd,17524,https://github.com/statsd
commitizen,17523,https://github.com/commitizen
containrrr,17520,https://github.com/containrrr
phpstan,17516,https://github.com/phpstan
hackclub,17458,https://github.com/hackclub
tencentyun,17454,https://github.com/tencentyun
corkami,17416,https://github.com/corkami
IntelLabs,17409,https://github.com/IntelLabs
dutchcoders,17401,https://github.com/dutchcoders
konvajs,17383,https://github.com/konvajs
designmodo,17367,https://github.com/designmodo
intuit,17353,https://github.com/intuit
SublimeText,17333,https://github.com/SublimeText
seatgeek,17325,https://github.com/seatgeek
magento,17290,https://github.com/magento
getgrav,17241,https://github.com/getgrav
Grasscutters,17188,https://github.com/Grasscutters
mysql,17171,https://github.com/mysql
ckeditor,17146,https://github.com/ckeditor
so-fancy,17124,https://github.com/so-fancy
arangodb,17057,https://github.com/arangodb
SimpleMobileTools,17050,https://github.com/SimpleMobileTools
boto,17036,https://github.com/boto
guardianproject,17030,https://github.com/guardianproject
workshopper,16974,https://github.com/workshopper
phacility,16930,https://github.com/phacility
hubotio,16894,https://github.com/hubotio
uutils,16893,https://github.com/uutils
apiaryio,16893,https://github.com/apiaryio
amzn,16871,https://github.com/amzn
reactphp,16871,https://github.com/reactphp
karma-runner,16833,https://github.com/karma-runner
moonlight-stream,16827,https://github.com/moonlight-stream
grab,16814,https://github.com/grab
cloudfoundry,16807,https://github.com/cloudfoundry
systemd,16801,https://github.com/systemd
CopyTranslator,16795,https://github.com/CopyTranslator
NLPchina,16770,https://github.com/NLPchina
capistrano,16760,https://github.com/capistrano
kickstarter,16742,https://github.com/kickstarter
Kitware,16720,https://github.com/Kitware
automl,16717,https://github.com/automl
prestodb,16716,https://github.com/prestodb
whatwg,16707,https://github.com/whatwg
infernojs,16704,https://github.com/infernojs
feathersjs,16686,https://github.com/feathersjs
zerotier,16665,https://github.com/zerotier
LianjiaTech,16643,https://github.com/LianjiaTech
phalcon,16604,https://github.com/phalcon
dropwizard,16594,https://github.com/dropwizard
bettercap,16564,https://github.com/bettercap
OpenEmu,16503,https://github.com/OpenEmu
top-think,16473,https://github.com/top-think
adobe-webplatform,16471,https://github.com/adobe-webplatform
keybase,16427,https://github.com/keybase
PaperMC,16388,https://github.com/PaperMC
xtermjs,16373,https://github.com/xtermjs
ardanlabs,16368,https://github.com/ardanlabs
limetext,16322,https://github.com/limetext
PerfectlySoft,16285,https://github.com/PerfectlySoft
laracasts,16235,https://github.com/laracasts
qiniu,16215,https://github.com/qiniu
codecentric,16205,https://github.com/codecentric
senchalabs,16195,https://github.com/senchalabs
yabwe,16184,https://github.com/yabwe
riot,16178,https://github.com/riot
junit-team,16167,https://github.com/junit-team
PistonDevelopers,16152,https://github.com/PistonDevelopers
oxford-cs-deepnlp-2017,16134,https://github.com/oxford-cs-deepnlp-2017
cmusatyalab,16133,https://github.com/cmusatyalab
pillarjs,16075,https://github.com/pillarjs
koreader,16069,https://github.com/koreader
bitpay,16065,https://github.com/bitpay
peers,16041,https://github.com/peers
anchore,16034,https://github.com/anchore
pagekit,16028,https://github.com/pagekit
haiwen,15990,https://github.com/haiwen
basho,15984,https://github.com/basho
linuxmint,15895,https://github.com/linuxmint
CosmicMind,15851,https://github.com/CosmicMind
googleworkspace,15844,https://github.com/googleworkspace
saltstack,15839,https://github.com/saltstack
ffffffff0x,15832,https://github.com/ffffffff0x
apex,15807,https://github.com/apex
shelljs,15788,https://github.com/shelljs
OCA,15784,https://github.com/OCA
bower,15770,https://github.com/bower
IdentityServer,15754,https://github.com/IdentityServer
braziljs,15719,https://github.com/braziljs
polybar,15708,https://github.com/polybar
fashiontec,15707,https://github.com/fashiontec
Kozea,15700,https://github.com/Kozea
vuejs-templates,15680,https://github.com/vuejs-templates
getpelican,15677,https://github.com/getpelican
amfoss,15633,https://github.com/amfoss
sinatra,15587,https://github.com/sinatra
Carthage,15546,https://github.com/Carthage
artsy,15491,https://github.com/artsy
EsotericSoftware,15487,https://github.com/EsotericSoftware
MiCode,15485,https://github.com/MiCode
mutualmobile,15468,https://github.com/mutualmobile
slimphp,15448,https://github.com/slimphp
highcharts,15442,https://github.com/highcharts
bpmn-io,15409,https://github.com/bpmn-io
wireapp,15406,https://github.com/wireapp
HandBrake,15363,https://github.com/HandBrake
eclipse-vertx,15361,https://github.com/eclipse-vertx
foreversd,15339,https://github.com/foreversd
IFTTT,15318,https://github.com/IFTTT
OpenRA,15317,https://github.com/OpenRA
cosmos,15310,https://github.com/cosmos
duckduckgo,15291,https://github.com/duckduckgo
xiph,15273,https://github.com/xiph
phar-io,15261,https://github.com/phar-io
brix,15251,https://github.com/brix
douban,15187,https://github.com/douban
aspnetboilerplate,15168,https://github.com/aspnetboilerplate
postlight,15157,https://github.com/postlight
probml,15154,https://github.com/probml
NUKnightLab,15091,https://github.com/NUKnightLab
waditu,15088,https://github.com/waditu
zaproxy,15082,https://github.com/zaproxy
ngrx,15060,https://github.com/ngrx
Moya,15060,https://github.com/Moya
TheOdinProject,15014,https://github.com/TheOdinProject
mamoe,15013,https://github.com/mamoe
MaterialDesignInXAML,15008,https://github.com/MaterialDesignInXAML
sogou,14984,https://github.com/sogou
RunaCapital,14979,https://github.com/RunaCapital
MycroftAI,14972,https://github.com/MycroftAI
dogecoin,14968,https://github.com/dogecoin
CoatiSoftware,14940,https://github.com/CoatiSoftware
Intervention,14938,https://github.com/Intervention
nltk,14932,https://github.com/nltk
tighten,14932,https://github.com/tighten
ONLYOFFICE,14928,https://github.com/ONLYOFFICE
bytedeco,14915,https://github.com/bytedeco
torch,14913,https://github.com/torch
cloudposse,14909,https://github.com/cloudposse
input-output-hk,14897,https://github.com/input-output-hk
bitly,14871,https://github.com/bitly
Quick,14855,https://github.com/Quick
Cleveroad,14849,https://github.com/Cleveroad
cayleygraph,14831,https://github.com/cayleygraph
nodesource,14823,https://github.com/nodesource
jsdoc,14796,https://github.com/jsdoc
ServiceStack,14761,https://github.com/ServiceStack
AudioKit,14737,https://github.com/AudioKit
fabric,14732,https://github.com/fabric
leanote,14690,https://github.com/leanote
ranger,14687,https://github.com/ranger
NodeBB,14614,https://github.com/NodeBB
readthedocs,14599,https://github.com/readthedocs
alicevision,14526,https://github.com/alicevision
reactos,14512,https://github.com/reactos
java-decompiler,14511,https://github.com/java-decompiler
postgres,14483,https://github.com/postgres
edgedb,14477,https://github.com/edgedb
ajv-validator,14477,https://github.com/ajv-validator
spring-guides,14472,https://github.com/spring-guides
scotch-io,14439,https://github.com/scotch-io
reactor,14433,https://github.com/reactor
honojs,14427,https://github.com/honojs
apereo,14427,https://github.com/apereo
tachyons-css,14424,https://github.com/tachyons-css
paperjs,14407,https://github.com/paperjs
RPCS3,14403,https://github.com/RPCS3
marko-js,14402,https://github.com/marko-js
networkx,14401,https://github.com/networkx
guard,14369,https://github.com/guard
venmo,14344,https://github.com/venmo
MithrilJS,14312,https://github.com/MithrilJS
keen,14297,https://github.com/keen
h2o,14272,https://github.com/h2o
swimlane,14267,https://github.com/swimlane
reactioncommerce,14266,https://github.com/reactioncommerce
docopt,14245,https://github.com/docopt
HazyResearch,14213,https://github.com/HazyResearch
codota,14175,https://github.com/codota
Tonejs,14158,https://github.com/Tonejs
spree,14158,https://github.com/spree
cachethq,14152,https://github.com/cachethq
go-sql-driver,14142,https://github.com/go-sql-driver
progit,14138,https://github.com/progit
janestreet,14121,https://github.com/janestreet
abpframework,14108,https://github.com/abpframework
boltdb,14106,https://github.com/boltdb
softwaremill,14097,https://github.com/softwaremill
vimeo,14072,https://github.com/vimeo
Bash-it,14024,https://github.com/Bash-it
18F,14019,https://github.com/18F
MyCATApache,14019,https://github.com/MyCATApache
coinbase,13995,https://github.com/coinbase
BrowserSync,13991,https://github.com/BrowserSync
showdownjs,13985,https://github.com/showdownjs
Orange-OpenSource,13976,https://github.com/Orange-OpenSource
wkhtmltopdf,13968,https://github.com/wkhtmltopdf
oh-my-fish,13957,https://github.com/oh-my-fish
thu-ml,13953,https://github.com/thu-ml
ocaml,13905,https://github.com/ocaml
pili-engineering,13895,https://github.com/pili-engineering
sony,13893,https://github.com/sony
openlayers,13838,https://github.com/openlayers
node-inspector,13822,https://github.com/node-inspector
erlang,13813,https://github.com/erlang
gskinnerTeam,13807,https://github.com/gskinnerTeam
HabitRPG,13776,https://github.com/HabitRPG
webview,13734,https://github.com/webview
gollum,13722,https://github.com/gollum
10up,13682,https://github.com/10up
beetbox,13680,https://github.com/beetbox
